date,value
2014-11-04,37
2015-06-19,45
2015-09-12,45
2015-12-17,49
2016-01-19,50
2016-01-19,50
2016-04-04,61
2017-01-10,56
2017-03-03,57
2017-03-17,59
2017-06-23,69
2017-10-23,71
2017-10-27,71
2017-11-28,72
2018-01-26,71
2018-03-06,78
2018-07-06,77
2018-08-09,77
2018-09-14,72
2018-12-21,77
2019-01-10,78
2019-01-30,81
2019-03-06,86
2019-08-01,87
2019-09-24,91
2020-04-07,101
2020-05-26,104
2020-08-19,108
2020-09-25,109
2021-01-11,110
2021-04-16,112
